date,periodName,geo,شهادة,استشهاد,شهيد,جهاد,كافر,كفار,سورة الفاتحة,الأقصى,سورة الانفال,في سبيل الله,وضوء,عملية,صلاة,مكة,ركعة,صوم
06/02/2022 00:00,לאחר מהומות בנגב על רקע נטיעות קקל,IL,36,0,19,0,38,0,27,54,0,0,0,27,36,0,14,0
07/02/2022 00:00,לאחר מהומות בנגב על רקע נטיעות קקל,IL,18,0,19,61,0,0,55,18,0,0,26,50,40,47,42,0
08/02/2022 00:00,לאחר מהומות בנגב על רקע נטיעות קקל,IL,32,54,34,0,0,57,72,80,0,0,0,44,40,0,37,0
09/02/2022 00:00,לאחר מהומות בנגב על רקע נטיעות קקל,IL,75,0,99,32,40,33,0,100,0,0,81,35,56,0,29,42
10/02/2022 00:00,לאחר מהומות בנגב על רקע נטיעות קקל,IL,0,0,0,36,0,39,33,50,0,0,0,40,42,0,0,48
11/02/2022 00:00,לאחר מהומות בנגב על רקע נטיעות קקל,IL,0,0,100,40,0,0,35,71,0,51,68,22,100,41,18,0
12/02/2022 00:00,לאחר מהומות בנגב על רקע נטיעות קקל,IL,47,0,25,39,0,0,70,31,0,100,0,28,50,40,54,52
13/02/2022 00:00,לאחר מהומות בנגב על רקע נטיעות קקל,IL,45,51,32,25,32,54,23,60,68,33,43,14,39,52,23,34
14/02/2022 00:00,לאחר מהומות בנגב על רקע נטיעות קקל,IL,59,0,16,0,0,0,89,79,0,0,42,54,33,0,11,0
15/02/2022 00:00,לאחר מהומות בנגב על רקע נטיעות קקל,IL,30,0,31,0,0,79,0,39,0,63,0,32,46,0,34,33
16/02/2022 00:00,לאחר מהומות בנגב על רקע נטיעות קקל,IL,30,50,16,25,0,27,45,20,0,32,0,27,49,26,12,33
17/02/2022 00:00,לאחר מהומות בנגב על רקע נטיעות קקל,IL,30,50,0,25,0,27,22,45,0,0,0,50,51,51,12,0
18/02/2022 00:00,לאחר מהומות בנגב על רקע נטיעות קקל,IL,92,62,58,93,0,0,83,18,83,0,26,51,82,47,100,0
19/02/2022 00:00,לאחר מהומות בנגב על רקע נטיעות קקל,IL,83,56,17,56,0,0,50,50,0,36,24,76,57,57,0,0
20/02/2022 00:00,לאחר מהומות בנגב על רקע נטיעות קקל,IL,28,0,15,47,30,25,0,61,0,0,0,21,45,24,33,63
21/02/2022 00:00,לאחר מהומות בנגב על רקע נטיעות קקל,IL,73,0,31,0,31,52,22,48,0,0,0,36,61,75,0,65
22/02/2022 00:00,לאחר מהומות בנגב על רקע נטיעות קקל,IL,44,0,62,50,0,0,22,54,0,0,42,32,42,89,11,0
23/02/2022 00:00,לאחר מהומות בנגב על רקע נטיעות קקל,IL,45,100,79,100,32,27,22,40,67,64,64,46,43,26,0,33
24/02/2022 00:00,לאחר מהומות בנגב על רקע נטיעות קקל,IL,28,48,15,0,61,0,21,52,64,0,20,48,51,0,33,0
25/02/2022 00:00,לאחר מהומות בנגב על רקע נטיעות קקל,IL,84,0,36,0,0,0,76,45,0,0,72,31,82,14,26,37
26/02/2022 00:00,לאחר מהומות בנגב על רקע נטיעות קקל,IL,15,50,47,0,0,27,90,55,0,0,0,55,57,13,23,100
27/02/2022 00:00,לאחר מהומות בנגב על רקע נטיעות קקל,IL,100,48,45,48,0,0,0,43,0,92,41,48,42,37,22,32
28/02/2022 00:00,לאחר מהומות בנגב על רקע נטיעות קקל,IL,29,48,30,24,31,51,43,62,0,31,0,39,43,24,22,32
28/02/2022 00:00,אירועי רמצאן 22,IL,27,19,38,16,43,63,41,93,0,19,0,29,32,30,38,33
01/03/2022 00:00,לאחר מהומות בנגב על רקע נטיעות קקל,IL,87,0,31,24,0,0,87,48,0,0,41,40,49,25,0,97
01/03/2022 00:00,אירועי רמצאן 22,IL,82,0,38,16,0,0,84,72,0,0,49,29,36,31,0,100
02/03/2022 00:00,אירועי רמצאן 22,IL,41,20,38,16,0,64,63,22,0,57,0,39,27,47,58,67
03/03/2022 00:00,אירועי רמצאן 22,IL,28,0,39,0,0,97,21,7,81,38,25,36,32,94,0,0
04/03/2022 00:00,אירועי רמצאן 22,IL,51,24,0,80,54,80,0,27,100,70,0,36,60,77,24,41
05/03/2022 00:00,אירועי רמצאן 22,IL,50,72,47,39,53,39,0,70,0,0,0,55,35,38,47,0
06/03/2022 00:00,אירועי רמצאן 22,IL,53,19,0,31,0,0,41,56,0,37,24,53,31,30,0,0
07/03/2022 00:00,אירועי רמצאן 22,IL,41,20,19,16,0,0,21,36,0,0,50,52,27,16,19,33
08/03/2022 00:00,אירועי רמצאן 22,IL,14,0,59,0,44,66,21,44,0,77,25,46,27,95,39,0
09/03/2022 00:00,אירועי רמצאן 22,IL,27,0,38,16,87,32,21,58,0,38,25,23,33,16,39,0
10/03/2022 00:00,אירועי רמצאן 22,IL,28,20,39,33,0,33,65,22,0,0,25,17,29,16,20,68
11/03/2022 00:00,אירועי רמצאן 22,IL,33,24,46,59,52,78,25,44,0,0,60,27,70,19,93,0
12/03/2022 00:00,אירועי רמצאן 22,IL,63,0,0,19,100,0,24,100,93,0,0,34,44,18,44,77
13/03/2022 00:00,אירועי רמצאן 22,IL,40,38,0,47,0,31,0,35,78,0,96,38,37,75,75,32
14/03/2022 00:00,אירועי רמצאן 22,IL,55,20,19,16,0,32,21,37,81,38,100,43,30,47,0,0
15/03/2022 00:00,אירועי רמצאן 22,IL,14,61,20,67,0,100,22,38,0,59,0,44,28,48,100,35
16/03/2022 00:00,אירועי רמצאן 22,IL,15,63,21,17,47,35,23,62,0,0,27,38,36,17,0,36
17/03/2022 00:00,אירועי רמצאן 22,IL,49,0,46,38,0,0,100,43,0,0,59,38,50,18,0,40
18/03/2022 00:00,אירועי רמצאן 22,IL,53,0,0,21,56,83,0,65,0,24,64,54,58,100,74,86
19/03/2022 00:00,אירועי רמצאן 22,IL,0,24,24,100,0,40,0,36,100,23,61,84,31,77,24,0
20/03/2022 00:00,אירועי רמצאן 22,IL,77,18,36,30,40,30,20,20,0,18,23,24,39,29,54,31
21/03/2022 00:00,אירועי רמצאן 22,IL,70,100,20,33,0,0,43,37,0,19,0,30,36,48,20,0
22/03/2022 00:00,אירועי רמצאן 22,IL,100,20,100,0,45,67,44,45,0,20,0,78,32,16,60,0
23/03/2022 00:00,אירועי רמצאן 22,IL,55,20,0,16,44,97,21,15,0,0,50,78,32,78,39,67
24/03/2022 00:00,אירועי רמצאן 22,IL,0,0,19,16,0,32,21,22,0,0,0,52,36,78,39,34
25/03/2022 00:00,אירועי רמצאן 22,IL,61,22,21,18,48,0,24,57,0,21,83,54,100,52,43,37
26/03/2022 00:00,אירועי רמצאן 22,IL,32,0,44,19,0,37,0,33,0,0,29,41,51,54,0,77
27/03/2022 00:00,אירועי רמצאן 22,IL,24,0,34,28,0,56,37,51,70,17,22,82,41,27,51,29
28/03/2022 00:00,אירועי רמצאן 22,IL,25,0,70,29,39,0,38,66,0,34,23,74,38,42,88,61
29/03/2022 00:00,אירועי רמצאן 22,IL,36,0,0,29,77,85,56,45,0,100,44,100,44,27,34,29
01/06/2022 00:00,לאחר אירועי רמצאן 22,IL,57,20,20,38,0,0,32,51,98,0,0,19,51,0,38,0
02/06/2022 00:00,לאחר אירועי רמצאן 22,IL,70,82,0,19,0,0,0,52,0,0,0,10,47,22,19,14
03/06/2022 00:00,לאחר אירועי רמצאן 22,IL,29,25,100,24,0,0,0,38,0,0,51,12,83,14,47,0
04/06/2022 00:00,לאחר אירועי רמצאן 22,IL,52,0,30,86,59,56,48,100,0,0,0,100,67,17,28,0
05/06/2022 00:00,לאחר אירועי רמצאן 22,IL,45,53,0,50,0,99,85,34,0,0,27,44,82,44,0,18
06/06/2022 00:00,לאחר אירועי רמצאן 22,IL,100,20,39,74,0,36,62,20,0,0,20,37,61,43,0,0
07/06/2022 00:00,לאחר אירועי רמצאן 22,IL,34,79,39,56,39,0,32,15,0,51,0,37,46,0,0,0
08/06/2022 00:00,לאחר אירועי רמצאן 22,IL,68,20,20,19,0,37,0,20,0,51,60,71,64,11,56,0
09/06/2022 00:00,לאחר אירועי רמצאן 22,IL,12,41,20,0,0,0,33,36,0,0,21,53,50,45,38,0
10/06/2022 00:00,לאחר אירועי רמצאן 22,IL,14,100,25,71,0,92,0,51,0,0,25,83,90,27,46,0
11/06/2022 00:00,לאחר אירועי רמצאן 22,IL,74,0,26,50,0,48,42,33,0,0,0,56,80,100,24,0
12/06/2022 00:00,לאחר אירועי רמצאן 22,IL,0,20,78,0,38,0,31,30,0,0,20,37,44,32,18,0
13/06/2022 00:00,לאחר אירועי רמצאן 22,IL,56,0,0,0,0,0,31,30,0,100,39,55,42,32,36,13
14/06/2022 00:00,לאחר אירועי רמצאן 22,IL,22,0,39,56,0,0,32,5,0,0,0,65,42,11,37,0
15/06/2022 00:00,לאחר אירועי רמצאן 22,IL,35,0,20,19,0,0,65,15,0,52,0,53,42,22,19,0
16/06/2022 00:00,לאחר אירועי רמצאן 22,IL,24,0,84,20,41,0,0,5,0,0,0,60,42,58,59,0
17/06/2022 00:00,לאחר אירועי רמצאן 22,IL,72,77,0,48,50,0,0,13,0,0,51,60,91,14,47,0
18/06/2022 00:00,לאחר אירועי רמצאן 22,IL,15,54,53,26,0,0,43,21,0,69,27,51,61,44,100,0
19/06/2022 00:00,לאחר אירועי רמצאן 22,IL,45,0,40,95,0,0,64,20,0,0,100,42,44,44,19,0
20/06/2022 00:00,לאחר אירועי רמצאן 22,IL,46,20,0,38,39,0,32,20,0,0,0,19,47,22,37,0
21/06/2022 00:00,לאחר אירועי רמצאן 22,IL,23,0,20,19,0,0,96,15,0,0,40,28,38,11,19,0
22/06/2022 00:00,לאחר אירועי רמצאן 22,IL,12,20,40,19,0,0,65,31,0,52,0,34,49,56,38,0
23/06/2022 00:00,לאחר אירועי רמצאן 22,IL,12,21,0,100,0,0,67,5,0,0,63,30,43,35,39,0
24/06/2022 00:00,לאחר אירועי רמצאן 22,IL,29,0,0,49,0,0,0,45,0,0,26,60,69,14,48,0
25/06/2022 00:00,לאחר אירועי רמצאן 22,IL,0,0,27,77,53,100,86,27,0,69,27,45,61,30,50,18
26/06/2022 00:00,לאחר אירועי רמצאן 22,IL,11,61,20,19,0,0,0,20,0,0,0,67,46,11,37,0
27/06/2022 00:00,לאחר אירועי רמצאן 22,IL,70,21,20,0,40,38,33,16,0,0,0,44,48,56,38,14
28/06/2022 00:00,לאחר אירועי רמצאן 22,IL,47,21,20,0,40,38,0,31,0,0,21,58,45,34,19,0
29/06/2022 00:00,לאחר אירועי רמצאן 22,IL,47,0,0,0,0,38,33,5,100,0,21,24,49,23,0,28
30/06/2022 00:00,לאחר אירועי רמצאן 22,IL,24,0,0,40,0,0,100,16,0,53,0,30,87,23,58,100
01/07/2022 00:00,לאחר אירועי רמצאן 22,IL,43,26,0,48,100,47,0,13,0,0,0,66,100,42,0,35
21/05/2012 00:00,טרור עממי,PS,34,0,0,26,0,51,0,0,0,0,0,17,14,35,0,0
22/05/2012 00:00,טרור עממי,PS,0,0,23,26,0,100,0,19,0,0,0,26,27,34,0,0
23/05/2012 00:00,טרור עממי,PS,64,0,0,97,100,0,0,36,0,0,0,16,50,0,0,0
24/05/2012 00:00,טרור עממי,PS,31,0,21,23,0,0,0,0,0,0,0,16,36,31,0,100
25/05/2012 00:00,טרור עממי,PS,0,0,23,0,0,0,0,0,0,0,0,17,27,0,0,0
26/05/2012 00:00,טרור עממי,PS,100,0,0,0,0,0,0,19,100,0,0,17,53,34,0,0
27/05/2012 00:00,טרור עממי,PS,0,24,0,24,99,0,0,18,0,0,0,24,100,32,0,0
28/05/2012 00:00,טרור עממי,PS,0,0,0,0,0,0,0,18,0,0,0,24,51,65,0,0
29/05/2012 00:00,טרור עממי,PS,0,0,42,0,0,0,0,0,0,0,0,15,72,31,0,0
30/05/2012 00:00,טרור עממי,PS,31,23,42,70,0,0,93,18,0,52,0,86,61,0,0,0
31/05/2012 00:00,טרור עממי,PS,59,0,100,0,0,0,0,50,0,100,0,82,23,30,0,0
01/06/2012 00:00,טרור עממי,PS,99,100,67,100,0,49,0,0,0,0,0,100,78,100,0,0
02/06/2012 00:00,טרור עממי,PS,63,0,22,0,0,0,0,18,0,0,100,64,50,32,0,0
03/06/2012 00:00,טרור עממי,PS,29,65,58,0,0,0,0,32,0,0,0,43,45,29,0,0
04/06/2012 00:00,טרור עממי,PS,58,22,40,22,0,0,88,17,0,0,0,15,23,0,0,0
05/06/2012 00:00,טרור עממי,PS,29,0,39,44,0,43,0,16,0,0,0,51,23,29,0,0
06/06/2012 00:00,טרור עממי,PS,30,0,0,69,0,0,0,34,0,0,0,23,12,31,0,0
07/06/2012 00:00,טרור עממי,PS,62,24,21,24,0,0,0,35,0,53,98,39,0,0,0,0
08/06/2012 00:00,טרור עממי,PS,32,0,22,0,0,0,0,18,0,0,0,0,64,33,100,0
09/06/2012 00:00,טרור עממי,PS,0,23,20,23,94,0,0,17,0,51,0,46,59,0,0,0
10/06/2012 00:00,טרור עממי,PS,28,0,0,22,0,0,0,32,0,0,0,29,56,29,0,0
11/06/2012 00:00,טרור עממי,PS,0,0,0,0,0,0,0,0,0,0,0,57,11,28,0,0
12/06/2012 00:00,טרור עממי,PS,27,21,19,41,0,0,0,16,82,0,0,28,11,55,0,0
13/06/2012 00:00,טרור עממי,PS,57,0,0,22,0,0,0,49,0,0,0,58,11,0,0,0
14/06/2012 00:00,טרור עממי,PS,0,0,0,0,0,0,0,100,0,0,0,22,12,0,0,0
15/06/2012 00:00,טרור עממי,PS,0,0,0,25,0,0,100,19,0,0,0,8,39,34,0,54
16/06/2012 00:00,טרור עממי,PS,30,0,0,0,0,0,0,17,0,0,0,23,0,30,0,0
17/06/2012 00:00,טרור עממי,PS,29,22,0,0,0,0,0,33,0,0,0,29,34,29,0,0
18/06/2012 00:00,טרור עממי,PS,27,41,18,41,0,0,0,31,0,0,0,21,21,27,0,0
19/06/2012 00:00,טרור עממי,PS,27,42,19,0,0,0,0,31,0,0,0,14,0,0,0,0
20/06/2012 00:00,טרור עממי,PS,28,21,0,42,0,41,0,16,0,0,0,28,11,56,0,0
21/06/2012 00:00,טרור עממי,PS,28,42,0,42,0,0,0,32,84,47,0,42,22,28,0,45
01/01/2014 00:00,לאחר טרור עממי,PS,0,0,80,0,0,0,0,13,100,0,0,17,42,0,0,0
02/01/2014 00:00,לאחר טרור עממי,PS,0,0,37,100,0,0,0,0,0,0,0,32,20,77,0,0
03/01/2014 00:00,לאחר טרור עממי,PS,0,56,0,0,0,0,0,12,0,0,0,47,39,0,0,100
04/01/2014 00:00,לאחר טרור עממי,PS,54,27,72,32,0,0,100,59,0,0,0,31,0,0,0,0
05/01/2014 00:00,לאחר טרור עממי,PS,100,50,0,60,0,0,0,22,0,0,0,100,70,0,100,0
06/01/2014 00:00,לאחר טרור עממי,PS,25,0,66,30,0,0,0,22,0,0,0,14,35,0,0,0
07/01/2014 00:00,לאחר טרור עממי,PS,0,51,34,0,0,0,0,22,85,39,0,58,72,0,0,0
08/01/2014 00:00,לאחר טרור עממי,PS,0,100,66,30,0,0,92,33,0,38,99,28,35,0,0,0
09/01/2014 00:00,לאחר טרור עממי,PS,0,25,100,0,0,0,0,0,0,0,100,0,18,0,0,0
10/01/2014 00:00,לאחר טרור עממי,PS,0,27,0,63,0,0,0,12,0,0,0,61,37,0,0,0
11/01/2014 00:00,לאחר טרור עממי,PS,0,0,0,61,0,0,0,33,0,0,0,43,18,0,0,0
12/01/2014 00:00,לאחר טרור עממי,PS,0,24,64,29,100,0,0,21,0,0,0,41,51,33,0,0
13/01/2014 00:00,לאחר טרור עממי,PS,0,48,32,29,0,0,0,11,0,0,0,41,51,0,0,0
14/01/2014 00:00,לאחר טרור עממי,PS,0,49,0,87,0,0,90,32,0,37,0,83,34,0,0,0
15/01/2014 00:00,לאחר טרור עממי,PS,0,24,0,57,100,0,0,31,0,0,0,14,17,100,0,0
16/01/2014 00:00,לאחר טרור עממי,PS,69,23,31,0,0,0,86,61,0,0,0,26,16,64,0,0
17/01/2014 00:00,לאחר טרור עממי,PS,0,26,0,62,0,0,0,34,0,40,0,15,73,36,0,0
18/01/2014 00:00,לאחר טרור עממי,PS,47,0,0,56,0,0,87,41,0,0,0,80,33,0,0,0
19/01/2014 00:00,לאחר טרור עממי,PS,67,23,30,80,93,0,0,59,0,34,0,13,47,31,0,0
20/01/2014 00:00,לאחר טרור עממי,PS,72,0,0,0,0,0,0,0,0,37,0,14,68,33,0,0
21/01/2014 00:00,לאחר טרור עממי,PS,26,80,0,0,0,0,0,69,88,81,0,15,37,37,0,0
22/01/2014 00:00,לאחר טרור עממי,PS,76,51,0,61,0,0,94,100,0,39,0,72,18,70,0,0
23/01/2014 00:00,לאחר טרור עממי,PS,0,0,31,28,0,0,88,62,0,0,0,14,67,0,0,0
24/01/2014 00:00,לאחר טרור עממי,PS,0,25,0,30,0,0,92,0,0,0,0,42,17,34,0,0
25/01/2014 00:00,לאחר טרור עממי,PS,72,24,0,57,0,0,0,42,0,0,0,14,51,100,0,0
26/01/2014 00:00,לאחר טרור עממי,PS,46,23,61,27,0,0,0,60,76,0,91,39,48,32,0,0
27/01/2014 00:00,לאחר טרור עממי,PS,95,0,0,28,0,0,0,83,0,73,0,14,100,33,0,0
28/01/2014 00:00,לאחר טרור עממי,PS,0,48,32,0,0,0,88,31,0,0,0,41,50,33,0,0
29/01/2014 00:00,לאחר טרור עממי,PS,87,0,29,0,0,0,0,38,0,100,0,25,0,0,0,0
30/01/2014 00:00,לאחר טרור עממי,PS,66,0,0,26,0,0,0,67,0,0,0,38,62,30,0,0
31/01/2014 00:00,לאחר טרור עממי,PS,22,0,0,27,0,0,0,49,0,0,0,39,16,0,0,0
01/02/2014 00:00,לאחר טרור עממי,PS,22,0,29,79,0,0,82,58,0,34,0,88,78,31,0,0
01/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,0,50,34,0,0,0,0,0,0,0,0,21,0,0,0
02/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,0,0,0,0,0,0,0,0,0,0,95,67,0,0,0
03/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,0,59,0,0,0,0,0,0,0,0,35,100,0,0,0
04/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,18,0,36,0,0,0,0,0,0,0,0,23,0,0,0
05/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,0,0,0,0,0,97,0,0,0,0,31,0,0,0,0
06/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,0,97,66,0,0,0,0,0,0,0,0,82,0,97,0
07/11/2016 00:00,לאחר גל טרור הבודדים,PS,100,18,0,0,100,0,0,0,0,0,0,31,22,0,0,0
08/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,18,0,37,0,0,100,0,0,0,0,32,23,0,0,0
09/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,100,48,0,0,0,0,0,0,0,0,87,0,0,0,0
10/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,36,52,0,0,0,0,0,0,0,0,0,0,0,0,0
11/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,18,0,0,99,0,0,0,0,0,0,0,22,97,0,0
12/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,18,53,0,0,0,0,0,0,0,0,32,22,100,0,0
13/11/2016 00:00,לאחר גל טרור הבודדים,PS,98,0,0,0,0,0,0,0,0,0,0,61,43,0,0,0
14/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,0,0,0,0,0,0,0,0,0,0,30,21,0,0,0
15/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,0,0,35,0,0,0,0,0,0,0,93,22,0,0,0
16/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
17/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,0,0,38,0,0,0,100,0,0,0,100,47,0,0,0
18/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,0,52,35,0,0,0,0,0,0,0,0,65,0,0,0
19/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,17,0,100,0,0,0,0,0,0,0,0,21,93,0,0
20/11/2016 00:00,לאחר גל טרור הבודדים,PS,95,0,49,0,0,0,0,0,0,0,0,0,42,0,0,0
21/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,0,0,0,0,0,0,0,0,0,100,0,22,0,0,0
22/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,0,49,0,0,0,91,0,0,0,0,29,21,0,0,0
23/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,0,100,0,0,0,0,0,0,0,0,30,42,95,100,0
24/11/2016 00:00,לאחר גל טרור הבודדים,PS,98,0,0,0,0,0,0,91,0,0,0,30,43,0,0,0
25/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,0,0,0,0,0,0,0,0,0,94,0,61,92,0,0
26/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,17,49,34,0,0,0,0,0,0,0,30,42,0,0,0
27/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,0,50,68,0,0,0,0,0,0,0,30,21,0,0,0
28/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,33,48,33,0,0,0,0,0,100,0,86,20,0,0,0
29/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,0,48,32,0,0,0,0,0,99,0,29,40,0,0,0
30/11/2016 00:00,לאחר גל טרור הבודדים,PS,0,0,0,0,0,0,0,0,0,0,89,28,19,0,0,0
01/12/2016 00:00,לאחר גל טרור הבודדים,PS,0,0,0,0,0,0,0,0,0,0,0,55,0,88,0,0
23/03/2021 00:00,מבצע שומר החומות,PS,28,0,81,0,0,0,76,22,0,59,23,62,16,16,0,26
24/03/2021 00:00,מבצע שומר החומות,PS,59,0,84,0,0,0,79,45,0,0,0,93,17,16,20,53
25/03/2021 00:00,מבצע שומר החומות,PS,31,0,45,33,0,0,84,24,0,33,25,61,15,0,14,0
26/03/2021 00:00,מבצע שומר החומות,PS,94,31,45,100,0,0,0,24,0,0,51,61,39,0,0,28
27/03/2021 00:00,מבצע שומר החומות,PS,0,36,53,20,0,100,100,0,57,39,30,100,33,42,8,67
28/03/2021 00:00,מבצע שומר החומות,PS,33,0,0,0,0,0,0,51,0,34,0,48,24,0,15,0
29/03/2021 00:00,מבצע שומר החומות,PS,93,0,44,16,0,0,0,24,0,0,25,45,20,52,14,0
30/03/2021 00:00,מבצע שומר החומות,PS,30,0,0,63,95,0,0,23,0,0,0,65,16,0,0,0
31/03/2021 00:00,מבצע שומר החומות,PS,63,31,0,33,0,0,0,0,0,33,25,69,18,0,0,0
01/04/2021 00:00,מבצע שומר החומות,PS,0,0,0,17,0,0,0,0,49,0,0,63,18,0,0,0
02/04/2021 00:00,מבצע שומר החומות,PS,34,0,0,36,0,0,0,0,0,0,0,58,34,57,30,0
03/04/2021 00:00,מבצע שומר החומות,PS,0,0,100,37,0,94,0,27,0,36,0,43,18,20,0,31
04/04/2021 00:00,מבצע שומר החומות,PS,0,0,91,17,0,0,85,24,0,0,0,46,13,36,7,0
05/04/2021 00:00,מבצע שומר החומות,PS,32,31,46,0,0,0,86,0,0,100,26,78,12,54,7,0
06/04/2021 00:00,מבצע שומר החומות,PS,61,30,0,16,0,82,0,0,0,0,0,74,16,0,7,0
07/04/2021 00:00,מבצע שומר החומות,PS,0,0,45,0,0,0,0,0,0,65,25,31,17,0,35,0
08/04/2021 00:00,מבצע שומר החומות,PS,31,30,0,49,0,82,0,23,47,32,0,75,14,34,7,0
09/04/2021 00:00,מבצע שומר החומות,PS,31,0,44,49,0,0,0,47,0,0,0,45,23,17,14,0
10/04/2021 00:00,מבצע שומר החומות,PS,0,0,0,0,0,0,0,0,0,0,0,45,10,0,12,0
11/04/2021 00:00,מבצע שומר החומות,PS,0,29,43,0,95,0,0,45,0,31,0,51,17,67,7,0
12/04/2021 00:00,מבצע שומר החומות,PS,100,0,0,0,0,0,0,25,0,0,27,57,58,19,22,0
13/04/2021 00:00,מבצע שומר החומות,PS,0,0,85,16,95,0,80,23,0,0,72,44,100,100,100,27
14/04/2021 00:00,מבצע שומר החומות,PS,0,0,0,0,0,0,0,43,0,0,22,41,38,47,19,100
15/04/2021 00:00,מבצע שומר החומות,PS,0,0,44,16,0,0,82,0,0,0,49,67,37,0,27,27
16/04/2021 00:00,מבצע שומר החומות,PS,0,36,0,39,0,0,0,56,0,0,30,45,43,62,25,33
17/04/2021 00:00,מבצע שומר החומות,PS,0,100,0,72,0,0,0,26,52,36,83,58,37,0,23,61
18/04/2021 00:00,מבצע שומר החומות,PS,31,0,0,17,100,0,0,0,48,0,50,23,29,70,21,28
19/04/2021 00:00,מבצע שומר החומות,PS,57,55,0,30,0,76,76,22,43,30,46,48,27,32,19,51
20/04/2021 00:00,מבצע שומר החומות,PS,84,27,80,0,0,0,0,0,43,29,23,41,25,31,19,0
21/04/2021 00:00,מבצע שומר החומות,PS,64,31,46,17,0,0,86,0,98,34,26,47,24,72,0,0
22/04/2021 00:00,מבצע שומר החומות,PS,62,0,44,16,0,0,83,0,47,0,100,45,19,17,7,0
23/04/2021 00:00,מבצע שומר החומות,PS,0,32,47,0,0,0,0,100,100,0,53,0,28,37,7,29
01/06/2021 00:00,לאחר מבצע שומר החומות,PS,38,0,38,0,0,0,0,49,0,89,0,68,43,0,46,0
02/06/2021 00:00,לאחר מבצע שומר החומות,PS,56,0,37,32,0,44,0,33,0,0,0,29,55,23,91,87
03/06/2021 00:00,לאחר מבצע שומר החומות,PS,50,0,100,0,0,0,0,17,0,0,0,72,53,0,0,0
04/06/2021 00:00,לאחר מבצע שומר החומות,PS,22,51,0,37,0,0,56,37,0,0,0,44,100,0,0,100
05/06/2021 00:00,לאחר מבצע שומר החומות,PS,0,0,21,36,0,0,0,18,100,0,0,84,41,100,100,0
06/06/2021 00:00,לאחר מבצע שומר החומות,PS,0,0,56,32,0,44,0,0,0,88,0,67,55,45,0,0
07/06/2021 00:00,לאחר מבצע שומר החומות,PS,0,0,19,65,0,0,0,33,0,0,0,67,33,46,46,0
08/06/2021 00:00,לאחר מבצע שומר החומות,PS,0,45,19,33,0,0,0,100,0,0,96,59,41,0,0,0
09/06/2021 00:00,לאחר מבצע שומר החומות,PS,29,0,0,0,0,0,0,0,0,0,0,40,44,24,95,0
10/06/2021 00:00,לאחר מבצע שומר החומות,PS,30,0,78,0,98,0,0,0,0,0,0,50,26,48,95,91
11/06/2021 00:00,לאחר מבצע שומר החומות,PS,0,93,20,0,0,0,0,0,0,93,0,30,60,0,0,0
12/06/2021 00:00,לאחר מבצע שומר החומות,PS,19,0,19,66,0,0,0,0,0,0,0,29,51,0,92,0
13/06/2021 00:00,לאחר מבצע שומר החומות,PS,15,35,15,0,0,0,39,0,0,0,0,15,36,36,0,0
14/06/2021 00:00,לאחר מבצע שומר החומות,PS,37,0,0,0,0,0,0,26,0,0,74,15,35,0,36,0
15/06/2021 00:00,לאחר מבצע שומר החומות,PS,54,0,15,0,0,0,0,13,0,0,0,24,33,19,37,0
16/06/2021 00:00,לאחר מבצע שומר החומות,PS,46,0,0,32,0,43,0,16,0,86,92,75,46,0,44,0
17/06/2021 00:00,לאחר מבצע שומר החומות,PS,25,0,50,0,0,0,0,0,0,79,0,34,51,20,41,0
18/06/2021 00:00,לאחר מבצע שומר החומות,PS,20,94,59,35,0,0,0,35,0,94,99,30,66,24,48,0
19/06/2021 00:00,לאחר מבצע שומר החומות,PS,79,0,39,34,0,0,0,0,0,0,0,100,47,0,0,0
20/06/2021 00:00,לאחר מבצע שומר החומות,PS,90,0,20,69,100,0,52,0,0,0,100,41,48,0,0,0
21/06/2021 00:00,לאחר מבצע שומר החומות,PS,67,0,19,0,0,0,0,0,0,90,95,68,36,0,46,0
